age,workclass,education_num,marital_status,occupation,relationship,race,sex,hours_per_week,native_country,salary
31,0,11,0,2,0,2,0,24,20,1
34,0,12,3,1,3,0,1,60,0,1
19,0,10,2,9,1,0,1,66,0,1
21,0,9,2,10,1,4,1,40,0,1
21,0,6,0,9,2,0,1,70,0,1
23,0,10,0,10,2,0,1,24,0,1
37,3,10,2,1,3,0,1,40,0,1
40,0,14,0,4,2,0,1,46,0,0
57,0,9,0,2,2,0,1,30,0,1
48,0,13,0,5,2,0,1,40,0,0
24,0,7,0,10,2,1,1,40,19,1
43,0,10,0,5,2,0,1,40,0,1
40,0,9,2,2,3,0,0,40,0,1
52,2,15,0,5,2,0,1,35,0,0
49,0,9,1,4,3,0,1,40,0,1
45,1,10,0,4,2,2,1,40,0,1
62,4,9,2,1,3,0,1,40,0,1
29,0,11,0,8,2,0,1,40,0,1
49,0,9,3,7,5,0,0,40,0,1
55,3,10,1,8,5,4,0,40,0,1
37,2,13,2,4,1,0,1,40,0,1
43,5,13,0,8,2,0,1,40,0,0
29,0,10,1,8,3,0,0,40,0,1
44,0,9,0,3,0,0,0,40,0,0
28,0,10,3,0,5,0,1,40,0,0
38,0,10,2,4,3,0,0,45,0,1
45,0,11,0,3,2,0,1,50,0,0
19,0,10,2,2,1,0,0,20,0,1
20,0,8,2,2,3,0,1,40,0,1
60,0,9,0,6,2,0,1,40,0,1
30,0,9,2,3,3,0,0,40,0,1
51,0,10,1,3,3,0,0,60,0,1
48,0,9,1,4,5,0,0,40,0,1
43,0,13,0,3,2,0,1,40,0,0
51,4,9,1,10,5,4,1,40,0,1
41,0,11,0,0,2,0,1,48,0,0
50,5,9,0,1,2,4,1,40,0,0
46,0,9,0,3,0,0,0,40,0,0
54,0,10,0,10,2,0,1,60,0,0
68,0,9,0,6,2,0,1,45,0,0
23,1,12,2,1,3,0,1,30,0,1
49,0,14,2,3,3,0,0,35,0,1
24,0,6,0,6,2,0,1,40,0,1
30,4,9,0,12,2,4,1,40,0,1
38,0,9,0,7,2,0,1,45,0,1
34,0,9,2,3,3,0,0,35,0,1
22,0,10,2,4,1,0,1,40,0,1
30,0,4,3,6,3,0,1,40,0,1
61,0,4,0,10,2,0,1,31,0,1
36,0,9,1,4,5,0,1,40,0,1
51,2,11,0,4,2,0,1,40,0,1
43,0,3,0,7,0,1,0,40,19,0
54,3,10,0,12,2,0,1,48,0,0
63,0,9,4,5,3,0,0,25,0,1
51,0,10,0,4,2,0,1,40,0,0
63,1,6,0,7,2,0,1,40,0,1
51,4,14,0,5,2,0,1,60,0,0
27,0,9,1,3,1,0,0,35,0,1
35,0,12,0,0,2,0,1,40,0,0
46,1,9,3,1,5,0,1,40,0,1
53,0,11,0,1,2,4,1,40,0,0
26,3,10,1,8,1,0,1,24,0,1
43,0,9,2,7,1,0,1,40,0,1
39,0,9,0,3,2,0,1,50,0,0
50,3,9,1,5,3,0,1,40,0,1
54,3,9,0,8,2,0,1,40,0,0
57,5,10,1,5,5,0,0,40,0,1
29,4,9,2,2,1,0,1,20,0,1
20,0,9,2,1,4,4,1,40,0,1
53,0,13,0,4,2,0,1,55,0,0
23,0,9,2,2,3,0,1,40,36,1
69,0,7,0,8,2,0,1,20,0,1
56,0,4,0,6,2,0,1,40,0,1
53,4,13,0,5,2,4,1,35,0,1
28,0,9,2,8,3,0,1,40,0,1
28,0,13,0,2,2,4,1,40,0,1
33,2,9,0,4,2,1,1,84,27,0
48,0,9,1,3,5,0,0,30,0,1
61,0,9,0,1,2,0,1,40,0,0
49,0,13,0,5,2,0,1,45,0,1
48,0,10,0,4,2,0,1,40,0,1
32,0,4,0,1,2,0,1,40,0,1
51,0,9,0,1,2,0,1,40,0,0
19,0,10,2,2,1,0,1,14,0,1
47,0,9,0,5,2,0,1,50,0,1
25,0,13,2,10,1,0,1,60,0,1
72,0,10,0,12,2,4,1,40,0,1
29,0,7,1,1,3,0,1,40,0,1
22,0,9,2,8,1,0,0,40,0,1
57,0,9,0,2,2,4,1,48,2,1
50,0,12,0,8,2,0,1,60,29,1
45,2,10,0,3,2,0,1,30,0,1
52,0,10,1,5,3,0,1,40,0,0
53,0,14,0,4,2,0,1,48,0,0
36,0,9,0,6,2,0,1,48,0,1
46,0,9,0,1,2,0,1,40,0,0
20,0,9,2,3,1,0,0,20,0,1
75,0,3,4,2,5,4,1,10,0,1
32,4,9,0,1,2,0,1,40,0,0
28,0,9,0,1,2,0,1,40,0,1
53,0,14,1,5,3,0,0,40,0,1
17,0,7,2,3,1,0,0,35,0,1
46,5,11,1,8,5,0,0,38,0,1
39,0,12,3,5,3,0,0,30,0,1
38,0,10,1,1,5,0,1,40,0,1
36,0,9,0,7,2,0,1,60,0,1
63,4,13,2,5,3,4,0,21,0,1
28,0,2,0,7,2,0,1,43,20,1
49,0,9,2,8,5,0,0,35,0,1
43,0,10,0,7,2,0,1,40,20,1
38,0,13,0,4,2,0,1,45,0,0
39,0,9,2,0,3,0,1,62,2,1
40,0,9,0,4,2,0,1,40,0,1
24,3,13,2,5,3,0,1,45,0,1
30,0,10,0,0,2,0,1,50,0,0
44,0,10,0,10,2,4,1,40,0,1
40,0,9,0,3,2,0,1,24,0,1
30,0,9,2,7,4,0,0,35,3,1
42,0,14,1,5,3,0,0,40,0,1
52,1,11,1,5,3,0,0,35,0,1
42,0,10,0,1,2,4,1,40,0,0
39,0,10,0,1,2,0,1,52,0,0
43,0,10,1,5,5,0,1,45,0,1
62,1,9,0,1,2,0,1,40,0,1
30,0,11,0,1,2,0,1,40,2,1
39,0,13,0,5,2,0,1,55,0,0
41,0,9,0,10,0,0,0,20,0,1
49,0,14,0,5,0,0,0,40,0,0
25,0,7,0,1,2,0,1,40,0,1
48,0,7,0,10,2,0,1,40,0,1
44,5,13,2,8,3,0,1,40,0,1
36,0,5,1,6,3,0,1,56,0,1
40,0,9,2,6,1,0,1,40,22,1
21,0,9,2,8,1,4,0,35,18,1
41,0,10,3,8,3,0,0,38,0,1
24,0,13,2,4,3,0,0,50,0,1
67,1,9,0,9,2,0,1,60,0,1
24,0,13,2,8,1,0,1,38,0,1
50,1,13,0,3,2,0,1,60,0,1
48,0,14,1,3,3,0,1,35,0,1
29,0,9,2,7,3,0,1,40,26,1
50,0,13,1,5,5,0,0,36,22,1
64,5,6,0,4,2,0,1,40,0,0
49,0,5,1,2,3,4,1,37,0,1
20,0,9,2,2,1,4,1,52,0,1
30,0,9,3,8,3,0,0,40,0,1
37,0,13,0,2,2,1,1,30,11,1
52,0,9,0,7,2,0,1,40,0,0
22,0,10,2,12,1,0,1,25,0,1
19,5,10,2,8,1,0,1,15,0,1
52,0,9,1,1,4,0,1,55,0,0
42,0,13,5,0,1,1,0,40,0,1
35,0,9,3,4,3,0,0,36,0,1
27,0,10,2,8,5,0,0,50,0,1
54,5,9,2,2,3,4,0,38,0,1
37,0,9,0,1,2,0,1,40,0,1
37,0,6,0,10,2,0,1,35,0,1
28,0,4,0,1,2,0,1,30,0,1
63,0,13,0,3,2,0,1,40,0,1
19,0,9,2,7,1,0,1,42,0,1
28,0,13,2,3,1,0,0,40,0,1
44,0,15,2,5,3,0,0,40,0,0
31,0,10,0,1,2,0,1,40,0,0
64,0,9,1,11,3,0,0,50,0,1
40,0,9,0,6,2,0,1,40,0,0
59,4,12,1,5,3,0,0,50,0,1
22,0,10,2,8,1,0,0,40,0,1
40,0,10,2,3,3,0,0,44,0,1
35,0,4,0,6,2,0,1,40,20,1
20,0,10,2,8,1,0,0,15,0,1
35,4,9,2,12,1,0,1,40,0,1
28,0,10,0,4,2,0,1,48,0,1
28,0,9,1,7,1,0,1,40,0,1
25,2,12,2,3,3,0,1,60,0,1
37,0,9,1,8,5,0,0,40,0,1
31,0,11,1,3,1,0,0,38,0,1
41,0,9,2,8,4,0,0,40,0,1
31,0,6,0,0,2,0,1,40,0,0
44,0,9,0,1,2,0,1,40,0,1
20,0,10,2,4,3,4,1,47,0,1
57,1,10,0,9,2,0,1,50,0,1
26,0,9,1,2,3,0,0,12,0,1
44,2,9,0,4,2,0,1,60,9,1
29,4,9,2,12,3,0,1,40,0,1
36,0,9,0,5,2,0,1,40,0,0
40,0,11,0,1,2,0,1,40,0,0
21,0,12,2,2,3,4,1,35,18,1
21,0,10,2,1,3,0,1,70,0,1
34,1,15,3,5,5,0,1,48,0,0
24,0,13,2,4,1,0,0,15,0,1
28,0,6,1,2,3,0,0,40,0,1
35,0,9,3,10,1,0,1,50,0,1
35,0,9,1,1,3,0,1,40,0,1
38,5,13,2,4,3,0,0,40,0,1
44,3,9,1,8,5,4,0,40,0,1
39,0,13,0,6,0,0,0,40,17,0
57,4,9,1,2,3,0,0,40,0,1
19,0,10,2,3,1,0,0,40,0,1
29,0,11,0,7,2,0,1,48,0,1
23,0,9,2,7,4,4,1,40,0,1
50,0,9,4,2,5,0,0,40,0,1
51,1,10,0,1,2,0,1,20,0,1
28,0,11,1,1,3,2,1,40,0,1
44,0,13,0,3,2,0,1,60,0,1
29,1,13,2,5,3,4,1,40,0,1
31,0,9,1,10,3,0,1,45,0,1
27,0,13,0,1,2,0,1,45,0,0
34,0,13,0,4,2,0,1,45,0,1
50,2,15,0,5,2,1,1,50,15,0
27,0,10,0,6,2,0,1,40,0,0
31,0,11,2,8,5,4,0,40,0,1
46,0,12,0,1,2,0,1,40,0,0
39,0,10,2,8,1,1,0,40,0,1
40,0,13,0,3,2,0,1,55,0,0
28,0,7,1,3,1,0,1,40,0,1
18,0,9,2,3,1,0,0,40,0,1
51,0,9,1,8,3,0,0,40,0,1
58,2,9,1,3,3,0,1,50,0,1
66,0,9,0,3,2,0,1,40,0,1
36,1,9,0,2,0,1,0,20,10,1
38,0,7,1,6,3,0,0,60,0,1
25,0,12,2,4,1,0,1,40,0,1
25,0,9,2,2,5,0,0,22,0,1
90,0,7,2,6,1,0,1,40,0,1
41,4,10,1,8,5,0,0,40,0,1
33,0,13,1,5,5,0,0,40,5,1
33,0,9,2,8,3,0,0,40,0,1
35,0,13,0,4,2,0,1,45,0,0
39,1,9,2,1,1,4,0,20,0,1
59,0,9,0,3,2,0,1,60,0,1
19,0,10,2,0,1,0,1,16,0,1
39,0,9,0,3,2,0,1,38,0,1
27,0,9,2,6,1,0,0,40,0,1
52,0,4,0,1,2,0,1,40,0,1
59,1,9,1,2,1,0,0,24,0,1
28,0,10,1,1,5,0,0,40,0,1
37,0,9,1,2,4,0,0,50,38,1
36,0,13,0,4,2,0,1,50,0,0
34,0,13,0,5,2,0,1,60,0,0
23,0,10,2,8,1,0,1,40,0,1
33,0,9,1,1,3,0,1,84,0,1
27,4,14,2,5,1,0,1,52,0,1
31,4,14,0,5,2,0,1,40,0,1
21,0,6,0,7,2,0,1,36,0,1
31,0,9,0,4,2,0,1,54,0,1
59,0,9,0,6,2,0,1,40,0,0
40,4,14,0,5,2,0,1,48,0,0
19,0,7,2,6,1,0,1,40,0,1
47,0,9,0,10,2,0,1,50,0,1
34,0,13,2,1,5,0,1,40,0,1
57,0,9,0,2,2,0,1,78,0,1
51,4,5,0,10,2,4,1,40,0,1
21,0,10,2,6,3,0,1,20,0,1
30,2,10,0,3,2,0,1,50,0,1
46,0,10,1,6,3,0,1,45,0,1
40,0,13,2,3,3,0,0,45,0,1
52,0,1,0,2,3,0,1,40,36,1
23,0,13,2,3,3,1,1,50,27,1
25,0,9,2,8,3,0,0,50,0,1
43,0,10,1,10,3,0,1,45,0,1
38,5,10,1,12,5,2,0,40,0,0
22,0,11,2,2,3,0,0,30,0,1
33,4,13,2,8,3,0,0,40,0,1
34,0,10,0,5,2,0,1,40,0,0
65,0,11,0,10,2,0,1,20,0,1
50,0,9,2,0,1,0,1,15,0,1
29,0,13,2,3,3,0,1,48,0,1
25,0,9,0,10,2,0,1,40,0,1
54,0,10,1,8,3,0,0,40,0,1
49,0,9,0,8,2,0,1,40,0,0
44,0,10,0,7,2,0,1,40,0,1
24,0,5,1,2,1,0,0,40,0,1
25,0,13,2,3,3,0,1,38,0,1
65,4,9,0,10,2,0,1,20,0,1
56,1,9,0,4,2,4,1,45,0,1
39,1,15,0,5,2,0,1,60,0,0
23,0,13,2,5,1,0,0,40,0,1
20,0,10,2,2,3,0,0,20,0,1
24,0,3,2,1,5,0,1,40,36,1
41,0,10,0,4,2,0,1,50,0,0
40,2,10,0,9,2,0,1,50,0,1
55,0,9,0,1,2,0,1,50,0,0
38,0,9,1,8,5,0,0,48,0,1
23,0,9,2,8,5,4,0,40,0,1
44,0,13,0,4,2,0,1,50,0,1
45,0,10,0,1,2,0,1,40,0,0
20,1,10,2,8,1,0,0,12,5,1
29,0,9,2,2,1,0,1,40,0,1
43,5,9,0,12,2,0,1,40,0,1
30,0,8,1,7,3,0,1,40,0,1
28,5,10,2,8,3,0,0,38,0,1
31,0,9,0,4,2,0,1,40,0,0
52,0,9,1,1,5,0,0,40,0,1
36,0,13,0,5,0,0,0,50,13,0
38,0,9,0,1,2,0,1,45,0,1
63,1,11,0,9,2,0,1,40,0,1
21,0,10,2,2,1,0,1,35,0,1
33,5,9,1,8,3,0,1,40,0,1
46,5,10,1,5,5,0,0,50,0,1
47,2,13,2,3,3,0,1,60,0,1
33,0,16,0,5,2,0,1,55,0,0
28,0,9,1,6,3,0,1,40,0,1
46,0,9,1,11,5,0,0,28,26,1
25,0,10,0,3,2,4,1,45,0,1
37,0,9,0,1,1,0,1,40,0,1
31,1,5,0,1,2,0,1,60,0,1
49,0,9,0,1,2,0,1,40,0,1
22,5,10,5,0,5,0,1,20,0,1
52,0,11,0,2,0,0,0,20,0,0
29,0,12,0,4,0,0,0,50,0,1
18,0,7,2,2,1,0,0,20,0,1
31,4,10,0,4,2,0,1,35,0,1
23,0,10,2,2,3,1,0,35,19,1
54,1,6,0,3,2,0,1,65,0,1
50,4,9,1,2,5,0,0,49,24,1
24,0,13,2,9,1,0,0,40,0,1
49,2,9,3,2,3,0,1,45,0,1
54,4,9,0,1,2,0,1,40,0,0
41,0,13,0,4,2,0,1,60,0,0
49,0,9,0,8,2,0,1,40,0,1
36,4,13,2,5,3,0,0,35,0,1
23,0,9,2,10,1,4,1,40,28,1
63,0,10,4,2,3,0,0,40,0,1
67,0,9,0,3,2,0,1,40,4,0
23,0,9,2,1,3,0,1,40,0,1
22,0,13,2,5,1,0,1,40,0,1
66,0,11,0,8,2,0,1,30,0,1
25,0,7,0,1,2,0,1,50,0,1
30,0,10,1,7,5,0,0,20,0,1
35,0,9,0,10,2,0,1,40,0,1
67,1,4,0,4,2,0,1,40,0,1
30,0,8,2,1,3,4,1,40,0,1
26,0,10,2,7,3,4,0,38,0,1
34,0,9,0,7,2,0,1,40,0,1
21,0,10,2,3,1,0,1,40,0,1
18,0,8,2,1,1,0,1,10,0,1
21,0,9,2,1,3,0,1,40,0,1
76,2,5,0,5,2,0,1,40,0,1
26,0,9,0,7,0,0,0,56,0,1
18,0,8,2,2,3,0,0,25,0,1
34,0,11,0,7,2,0,1,50,0,1
59,0,9,1,4,3,0,0,40,0,1
55,0,13,3,4,3,0,1,45,0,0
33,1,10,2,9,3,0,1,72,0,1
25,0,9,2,2,1,0,0,10,0,1
48,0,9,4,7,3,0,0,10,0,1
64,0,13,1,3,3,0,0,5,0,1
47,4,14,2,5,3,0,0,45,0,0
26,0,10,2,0,1,0,0,40,0,1
36,0,12,0,5,2,0,1,48,0,0
21,0,9,0,9,2,0,1,40,0,1
30,0,9,2,7,1,0,1,44,0,1
41,1,9,1,1,3,0,1,40,0,1
34,0,10,2,3,4,4,1,30,0,1
24,0,6,2,3,3,0,1,49,36,1
26,0,13,2,5,3,0,0,20,0,1
25,0,9,2,8,3,0,0,48,0,1
35,0,10,1,3,5,0,0,36,0,1
41,0,10,1,1,3,0,1,40,0,0
33,0,7,2,1,1,0,1,40,0,1
18,0,10,2,2,1,0,0,25,0,1
27,2,9,3,8,3,0,1,38,0,1
32,0,9,1,2,5,0,0,35,0,1
51,4,9,2,2,3,4,1,40,0,1
38,0,11,1,8,5,4,0,40,0,1
41,4,10,0,10,0,0,0,25,0,1
26,0,10,0,1,2,0,1,40,0,1
38,1,11,1,4,5,0,1,35,0,1
54,0,5,0,4,2,0,1,45,0,0
30,0,13,2,5,3,0,0,60,6,1
31,0,10,4,4,5,0,0,30,0,1
26,5,13,2,5,3,0,1,40,0,1
75,1,16,0,5,2,0,1,3,0,1
29,0,14,2,10,1,4,1,40,0,1
61,0,9,0,4,2,0,1,50,0,0
24,0,10,3,3,5,0,0,45,0,1
34,0,12,2,5,3,0,1,40,0,1
42,0,10,1,1,1,0,1,40,0,1
24,0,7,2,1,3,0,1,40,0,1
27,3,9,2,1,3,4,1,40,0,1
39,4,13,0,5,0,0,0,50,0,0
20,0,9,2,6,1,0,1,40,0,1
51,0,7,2,2,3,4,0,40,0,1
68,0,13,0,3,2,0,1,30,0,1
28,3,9,2,7,1,0,1,48,0,1
43,0,9,1,0,3,0,0,40,0,1
35,0,10,5,1,3,0,1,40,0,1
44,0,9,1,8,5,4,0,40,0,1
41,0,13,2,6,3,0,1,40,0,1
44,0,9,0,0,2,0,1,45,0,0
20,0,9,0,8,4,0,0,40,0,1
46,0,9,0,1,2,0,1,75,0,0
27,1,12,0,10,2,0,1,70,0,0
32,0,10,2,2,3,0,1,50,0,1
46,0,10,1,3,3,0,1,50,0,1
26,0,9,2,2,3,0,1,24,0,1
20,0,10,2,8,1,1,0,40,19,1
36,0,9,0,9,0,0,0,40,0,1
49,0,13,0,4,2,0,1,40,0,0
32,0,9,0,4,2,0,1,55,0,0
32,0,13,0,5,2,0,1,50,0,0
49,0,13,0,1,2,0,1,40,0,0
36,0,9,2,10,3,0,1,45,0,1
22,0,10,2,2,4,0,1,25,0,1
52,3,9,1,8,3,0,0,40,0,1
42,0,9,0,4,2,0,1,50,0,0
72,0,9,4,2,5,0,0,16,0,1
30,4,13,3,5,3,0,0,40,0,1
44,0,10,0,6,2,0,1,40,0,1
23,0,13,2,3,3,0,0,45,0,1
22,0,10,2,3,1,0,1,20,0,1
59,0,13,3,8,5,0,1,60,0,1
46,0,9,1,5,5,0,0,40,0,1
30,0,11,0,6,2,0,1,40,20,1
64,3,4,4,2,5,0,0,30,3,1
31,0,10,0,3,0,4,0,40,0,1
64,0,9,0,2,2,0,1,20,0,1
45,0,9,2,7,1,0,0,40,0,1
59,0,9,0,7,2,0,1,40,0,0
32,0,9,2,8,4,4,0,40,18,1
43,0,13,0,7,2,2,1,40,0,1
23,0,10,2,3,3,0,1,45,0,1
49,1,9,0,1,2,0,1,40,0,1
32,0,8,0,7,2,0,1,40,20,1
49,0,11,2,4,5,0,0,40,0,1
33,0,10,1,5,3,0,1,40,0,1
28,0,15,2,5,3,0,0,85,0,1
47,0,9,0,3,2,4,1,40,0,1
41,0,9,2,2,1,0,1,40,0,1
34,4,14,0,4,2,0,1,40,0,0
25,0,9,2,2,3,0,0,35,0,1
21,0,10,2,3,3,0,0,15,0,1
46,0,5,0,2,2,0,1,40,0,1
37,0,2,0,1,2,1,1,40,1,1
41,0,10,0,1,2,0,1,56,0,0
44,0,9,2,8,1,0,1,50,0,1
30,0,9,0,0,2,0,1,40,0,0
54,0,10,0,7,2,0,1,40,0,1
35,1,9,0,9,2,0,1,99,0,1
21,0,10,2,0,1,0,0,25,26,1
35,1,14,0,3,2,0,1,40,0,0
35,0,15,0,5,2,0,1,80,0,0
19,0,10,2,1,1,0,1,20,0,1
48,0,9,1,4,3,0,0,40,0,1
65,1,10,4,1,3,0,0,35,0,1
40,0,13,3,8,5,4,1,35,0,1
26,0,9,2,8,3,0,0,40,0,1
45,0,10,0,4,2,0,1,40,0,1
26,0,10,2,1,1,0,1,40,0,1
32,0,9,0,8,2,0,1,40,0,1
35,0,13,1,4,3,0,1,50,0,0
22,1,10,2,1,3,0,1,48,0,1
37,0,11,3,5,1,0,0,38,0,1
25,0,13,2,1,3,0,1,40,20,1
46,0,11,0,4,2,0,1,48,0,0
30,0,9,2,6,1,0,1,27,0,1
63,0,12,1,4,3,0,1,40,0,0
51,4,9,0,12,2,0,1,40,0,0
68,1,4,0,4,2,0,1,16,0,1
36,0,16,0,5,2,0,1,50,4,1
28,2,10,2,4,3,0,1,50,0,1
41,4,10,0,3,2,0,1,40,0,1
47,0,10,0,5,2,0,1,40,0,1
22,0,10,2,2,5,4,0,30,0,1
34,2,15,0,5,2,0,1,40,0,0
46,3,13,0,5,2,0,1,40,0,0
28,0,10,5,8,1,0,0,40,0,1
36,0,9,0,1,2,0,1,52,0,0
18,0,10,2,3,1,0,0,20,0,1
33,4,14,0,5,2,0,1,50,0,0
51,0,9,0,10,2,0,1,60,0,0
56,1,9,0,4,2,0,1,35,0,1
54,0,9,2,8,5,0,0,40,0,1
29,0,9,2,4,5,4,0,40,0,1
40,0,10,1,6,3,2,0,84,0,1
53,0,14,0,4,2,0,1,65,0,0
22,0,9,2,6,1,0,1,35,0,1
33,0,9,0,7,2,0,1,40,0,0
28,0,9,1,10,3,0,1,50,0,1
63,0,10,0,5,0,0,0,12,0,1
53,3,16,0,5,2,0,1,60,5,0
37,0,6,0,1,2,0,1,50,0,1
50,3,10,1,4,5,0,1,40,0,1
22,0,9,2,1,1,0,1,40,0,1
40,3,12,2,8,3,0,0,40,0,1
22,0,13,2,5,3,0,0,40,0,0
21,0,10,2,5,1,0,1,40,0,1
25,0,12,0,6,2,4,1,40,18,1
20,0,10,2,1,3,0,0,40,0,1
43,3,9,0,10,2,0,1,40,0,1
29,0,11,2,4,5,0,0,50,0,1
32,0,13,0,3,2,0,1,40,0,0
42,0,14,0,3,2,0,1,50,0,0
33,0,9,0,7,2,1,1,40,10,1
27,0,10,0,4,0,0,0,40,0,0
29,0,10,0,7,2,0,1,38,0,1
29,0,9,0,10,2,0,1,40,0,1
20,0,10,2,4,1,0,0,20,0,1
35,0,6,2,8,1,0,1,40,0,1
31,1,13,0,5,2,0,1,50,3,0
33,0,9,2,1,3,0,1,50,0,1
67,0,10,0,4,2,0,1,40,0,1
46,0,10,0,5,2,0,1,10,0,1
45,0,5,0,7,0,0,0,40,0,0
17,4,7,2,3,1,0,1,20,0,1
35,0,13,0,4,2,0,1,70,0,0
48,1,13,5,4,3,4,1,40,18,0
49,0,9,1,7,3,4,0,40,0,1
20,0,10,2,3,4,0,0,40,0,1
27,0,9,0,7,2,0,1,46,4,1
64,0,10,0,1,2,0,1,20,0,1
53,3,10,3,1,3,4,1,40,0,1
52,0,9,1,8,3,0,0,40,0,1
29,0,9,0,1,2,0,1,55,0,1
32,2,9,0,1,2,0,1,40,0,0
48,1,13,0,5,0,0,0,20,0,0
30,0,10,2,1,4,0,1,40,20,1
34,0,9,0,2,2,0,1,20,0,1
39,0,9,2,5,3,0,1,50,0,1
28,0,7,2,6,4,0,1,40,0,1
54,0,13,2,5,3,0,0,50,0,1
24,0,10,2,3,1,0,1,40,0,1
25,0,9,2,4,1,0,0,40,0,1
25,0,7,1,2,5,0,0,12,0,1
48,4,10,0,4,0,0,0,40,0,0
24,0,13,2,3,1,0,0,40,0,1
31,0,10,0,3,2,1,1,50,27,1
47,0,10,0,1,2,0,1,40,0,0
19,0,10,2,8,1,0,0,25,0,1
52,2,10,0,3,2,0,1,50,0,0
52,0,9,0,8,2,0,1,40,0,1
60,0,9,0,10,2,0,1,28,0,1
43,0,14,0,5,2,0,1,50,0,0
24,0,12,1,2,1,0,0,30,0,1
51,0,9,2,8,3,0,0,40,0,1
38,1,5,1,1,3,0,1,40,0,1
21,0,10,2,8,1,0,0,10,0,1
40,2,9,0,8,2,0,1,50,0,0
54,0,10,4,4,5,0,0,40,0,1
35,0,13,2,2,4,0,1,50,0,1
52,0,7,3,7,5,4,1,40,0,1
53,0,9,0,4,2,0,1,40,0,0
35,0,9,1,1,5,4,1,40,0,1
43,1,10,1,3,5,0,0,42,0,1
29,0,13,0,1,2,0,1,40,4,1
29,0,9,0,10,2,2,1,65,0,1
27,0,9,2,2,3,0,0,40,0,1
58,0,13,0,8,2,0,1,40,20,1
64,0,9,0,6,2,0,1,18,0,1
53,0,9,0,8,0,4,0,32,0,1
21,0,9,2,8,3,0,0,30,0,1
40,1,12,1,4,3,0,1,30,0,1
52,5,16,0,5,2,0,1,40,13,0
38,0,11,2,0,3,0,1,50,0,1
39,0,9,0,4,2,0,1,40,0,1
68,0,16,0,5,2,0,1,55,0,0
24,0,9,2,3,3,0,1,38,0,1
40,2,15,0,5,2,0,1,50,0,0
43,2,15,0,5,2,4,1,99,0,0
38,0,13,2,4,3,0,0,70,0,1
45,0,9,0,3,2,0,1,40,0,0
18,0,7,2,7,1,0,1,55,0,1
57,4,14,0,4,2,0,1,50,0,0
49,0,9,3,2,3,4,0,35,0,1
25,0,10,2,4,1,0,0,40,35,1
52,3,10,1,8,3,0,1,40,0,1
56,0,6,1,1,3,0,1,56,0,1
26,2,10,2,3,3,0,1,48,0,1
19,0,9,2,1,3,0,0,40,0,1
25,2,13,2,8,1,1,0,40,0,1
25,0,9,0,8,0,0,0,30,0,1
21,0,9,2,3,4,0,1,45,0,1
48,1,4,0,1,2,0,1,40,16,1
33,5,14,0,5,2,0,1,60,4,1
31,5,9,1,12,1,3,1,40,0,1
26,1,9,1,9,5,0,1,65,0,1
37,5,13,2,5,3,0,1,38,0,1
20,0,10,2,2,1,0,1,20,0,1
49,0,9,4,8,5,0,0,20,0,1
49,0,14,0,4,2,0,1,40,0,0
51,0,10,0,5,0,0,0,40,0,0
40,0,10,0,3,2,0,1,40,0,1
24,0,11,2,7,1,0,0,40,0,1
18,0,8,2,3,1,0,1,24,0,1
41,0,6,0,10,2,4,1,40,0,0
46,0,9,0,8,2,0,1,40,0,0
46,0,9,0,8,0,0,0,40,0,1
64,0,6,0,10,2,0,1,40,0,0
50,1,15,0,5,2,0,1,40,0,0
53,5,14,0,5,2,0,1,36,0,0
21,0,9,2,1,3,0,1,40,0,1
22,5,10,0,2,2,0,1,25,0,1
37,0,13,1,4,5,0,0,45,0,0
39,3,15,2,5,3,0,1,55,0,0
30,0,13,0,3,2,1,1,40,7,1
25,0,13,2,5,3,0,1,40,0,1
26,0,10,2,4,5,4,0,40,0,1
43,0,13,2,3,3,0,1,50,0,1
59,0,9,4,8,5,0,0,60,0,1
27,0,9,5,8,5,0,0,40,18,1
55,0,6,0,1,2,4,1,40,0,0
20,0,10,2,2,1,0,1,12,4,1
25,0,11,2,5,3,0,0,36,4,1
28,0,12,3,2,3,0,1,40,0,1
29,0,13,2,3,3,0,1,50,0,1
60,0,7,0,3,2,0,1,40,0,0
37,4,13,0,5,0,0,0,50,0,0
25,0,7,1,3,1,0,0,40,0,1
27,0,10,0,1,2,0,1,60,0,1
50,5,13,0,4,2,0,1,40,0,0
41,1,10,0,9,2,0,1,70,0,1
46,0,4,0,1,2,0,1,47,0,1
35,0,11,1,2,5,4,0,40,0,1
40,0,9,2,6,3,4,1,40,0,1
49,0,13,0,4,2,0,1,40,0,0
29,0,13,2,5,3,0,0,50,0,1
43,4,13,1,5,5,0,0,40,0,1
39,0,12,2,10,3,4,1,60,0,1
35,0,9,2,6,1,0,1,60,0,1
52,0,10,0,7,2,0,1,40,0,1
25,0,10,2,6,3,4,1,40,6,1
20,2,9,2,7,1,0,0,30,0,1
24,0,13,2,4,3,0,1,40,0,1
29,0,13,0,1,4,1,1,30,7,1
21,0,10,2,2,1,0,1,40,0,1
37,3,13,1,4,4,0,0,50,0,1
43,3,9,2,8,1,0,1,40,0,1
19,0,9,2,8,3,0,0,26,0,1
47,0,9,0,3,2,0,1,45,0,1
61,0,9,0,10,2,0,1,45,0,0
35,0,9,0,2,2,0,1,60,0,1
60,0,6,0,6,2,4,1,40,0,1
27,0,10,2,8,3,0,0,40,0,1
57,4,13,0,5,2,1,1,35,7,1
